,rider,stage_results_id,rank,team,points,Type
3228,Talansky Andrew,10,165,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3229,Talansky Andrew,11,146,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3230,Talansky Andrew,12,61,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
3231,Talansky Andrew,13,89,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
3232,Talansky Andrew,14,162,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
3233,Talansky Andrew,15,83,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
3234,Talansky Andrew,16,116,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
3235,Talansky Andrew,17,49,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
3236,Talansky Andrew,18,18,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
3237,Talansky Andrew,19,44,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3238,Talansky Andrew,20,67,Cannondale-Drapac Pro Cycling Team,0.0,Individual time trial
3239,Talansky Andrew,21,79,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3240,Teunissen Mike,1,37,Team Sunweb,0.0,Individual time trial
3241,Teunissen Mike,2,153,Team Sunweb,0.0,Flat stage
3242,Teunissen Mike,3,111,Team Sunweb,0.0,Medium mountain stage
3243,Teunissen Mike,4,15,Team Sunweb,1.0,Flat stage
3244,Teunissen Mike,5,110,Team Sunweb,0.0,Medium mountain stage
3245,Teunissen Mike,6,158,Team Sunweb,0.0,Flat stage
3246,Teunissen Mike,7,148,Team Sunweb,0.0,Flat stage
3247,Teunissen Mike,8,121,Team Sunweb,0.0,Medium mountain stage
3248,Teunissen Mike,9,170,Team Sunweb,0.0,High mountain stage
3249,Teunissen Mike,10,67,Team Sunweb,0.0,Flat stage
3250,Teunissen Mike,11,172,Team Sunweb,0.0,Flat stage
3251,Teunissen Mike,12,141,Team Sunweb,0.0,High mountain stage
3252,Teunissen Mike,13,72,Team Sunweb,0.0,High mountain stage
3253,Teunissen Mike,14,117,Team Sunweb,0.0,Medium mountain stage
3254,Teunissen Mike,15,162,Team Sunweb,0.0,Medium mountain stage
3255,Teunissen Mike,16,106,Team Sunweb,0.0,Medium mountain stage
3256,Teunissen Mike,17,75,Team Sunweb,0.0,High mountain stage
3257,Teunissen Mike,18,151,Team Sunweb,0.0,High mountain stage
3258,Teunissen Mike,19,75,Team Sunweb,0.0,Flat stage
3259,Teunissen Mike,20,82,Team Sunweb,0.0,Individual time trial
3260,Teunissen Mike,21,121,Team Sunweb,0.0,Flat stage
3261,Thomas Geraint,1,1,Team Sky,100.0,Individual time trial
3262,Thomas Geraint,2,35,Team Sky,0.0,Flat stage
3263,Thomas Geraint,3,8,Team Sky,18.0,Medium mountain stage
3264,Thomas Geraint,4,154,Team Sky,0.0,Flat stage
3265,Thomas Geraint,5,10,Team Sky,10.0,Medium mountain stage
3266,Thomas Geraint,6,51,Team Sky,0.0,Flat stage
3267,Thomas Geraint,7,45,Team Sky,0.0,Flat stage
3268,Thomas Geraint,8,33,Team Sky,0.0,Medium mountain stage
3269,Thomas Geraint,9,DNF,Team Sky,0.0,High mountain stage
3270,Thwaites Scott,1,181,Team Dimension Data,0.0,Individual time trial
3271,Thwaites Scott,2,162,Team Dimension Data,0.0,Flat stage
3272,Thwaites Scott,3,72,Team Dimension Data,0.0,Medium mountain stage
3273,Thwaites Scott,4,187,Team Dimension Data,0.0,Flat stage
3274,Thwaites Scott,5,127,Team Dimension Data,0.0,Medium mountain stage
3275,Thwaites Scott,6,141,Team Dimension Data,0.0,Flat stage
3276,Thwaites Scott,7,128,Team Dimension Data,0.0,Flat stage
3277,Thwaites Scott,8,115,Team Dimension Data,0.0,Medium mountain stage
3278,Thwaites Scott,9,99,Team Dimension Data,0.0,High mountain stage
3279,Thwaites Scott,10,138,Team Dimension Data,0.0,Flat stage
3280,Thwaites Scott,11,155,Team Dimension Data,0.0,Flat stage
3281,Thwaites Scott,12,122,Team Dimension Data,0.0,High mountain stage
3282,Thwaites Scott,13,74,Team Dimension Data,0.0,High mountain stage
3283,Thwaites Scott,14,86,Team Dimension Data,0.0,Medium mountain stage
3284,Thwaites Scott,15,142,Team Dimension Data,0.0,Medium mountain stage
3285,Thwaites Scott,16,27,Team Dimension Data,0.0,Medium mountain stage
3286,Thwaites Scott,17,90,Team Dimension Data,0.0,High mountain stage
3287,Thwaites Scott,18,124,Team Dimension Data,0.0,High mountain stage
3288,Thwaites Scott,19,78,Team Dimension Data,0.0,Flat stage
3289,Thwaites Scott,20,92,Team Dimension Data,0.0,Individual time trial
3290,Thwaites Scott,21,138,Team Dimension Data,0.0,Flat stage
3291,Timmer Albert,1,62,Team Sunweb,0.0,Individual time trial
3292,Timmer Albert,2,169,Team Sunweb,0.0,Flat stage
3293,Timmer Albert,3,186,Team Sunweb,0.0,Medium mountain stage
3294,Timmer Albert,4,128,Team Sunweb,0.0,Flat stage
3295,Timmer Albert,5,164,Team Sunweb,0.0,Medium mountain stage
3296,Timmer Albert,6,142,Team Sunweb,0.0,Flat stage
3297,Timmer Albert,7,157,Team Sunweb,0.0,Flat stage
3298,Timmer Albert,8,175,Team Sunweb,0.0,Medium mountain stage
3299,Timmer Albert,9,126,Team Sunweb,0.0,High mountain stage
3300,Timmer Albert,10,157,Team Sunweb,0.0,Flat stage
3301,Timmer Albert,11,173,Team Sunweb,0.0,Flat stage
3302,Timmer Albert,12,155,Team Sunweb,0.0,High mountain stage
3303,Timmer Albert,13,140,Team Sunweb,0.0,High mountain stage
3304,Timmer Albert,14,166,Team Sunweb,0.0,Medium mountain stage
3305,Timmer Albert,15,163,Team Sunweb,0.0,Medium mountain stage
3306,Timmer Albert,16,120,Team Sunweb,0.0,Medium mountain stage
3307,Timmer Albert,17,140,Team Sunweb,0.0,High mountain stage
3308,Timmer Albert,18,150,Team Sunweb,0.0,High mountain stage
3309,Timmer Albert,19,93,Team Sunweb,0.0,Flat stage
3310,Timmer Albert,20,46,Team Sunweb,0.0,Individual time trial
3311,Timmer Albert,21,145,Team Sunweb,0.0,Flat stage
3312,Trentin Matteo,1,5,Quick-Step Floors,32.0,Individual time trial
3313,Trentin Matteo,2,16,Quick-Step Floors,0.0,Flat stage
3314,Trentin Matteo,3,113,Quick-Step Floors,0.0,Medium mountain stage
3315,Trentin Matteo,4,191,Quick-Step Floors,0.0,Flat stage
3316,Trentin Matteo,5,191,Quick-Step Floors,0.0,Medium mountain stage
3317,Trentin Matteo,6,191,Quick-Step Floors,0.0,Flat stage
3318,Trentin Matteo,7,129,Quick-Step Floors,0.0,Flat stage
3319,Trentin Matteo,8,134,Quick-Step Floors,0.0,Medium mountain stage
3320,Trentin Matteo,9,OTL,Quick-Step Floors,0.0,High mountain stage
3321,Tulik Angélo,1,151,Direct Energie,0.0,Individual time trial
3322,Tulik Angélo,2,18,Direct Energie,0.0,Flat stage
3323,Tulik Angélo,3,60,Direct Energie,0.0,Medium mountain stage
3324,Tulik Angélo,4,129,Direct Energie,0.0,Flat stage
3325,Tulik Angélo,5,113,Direct Energie,0.0,Medium mountain stage
3326,Tulik Angélo,6,93,Direct Energie,0.0,Flat stage
3327,Tulik Angélo,7,33,Direct Energie,0.0,Flat stage
3328,Tulik Angélo,8,70,Direct Energie,0.0,Medium mountain stage
3329,Tulik Angélo,9,120,Direct Energie,0.0,High mountain stage
3330,Tulik Angélo,10,156,Direct Energie,0.0,Flat stage
3331,Tulik Angélo,11,74,Direct Energie,0.0,Flat stage
3332,Tulik Angélo,12,103,Direct Energie,0.0,High mountain stage
3333,Tulik Angélo,13,99,Direct Energie,0.0,High mountain stage
3334,Tulik Angélo,14,43,Direct Energie,0.0,Medium mountain stage
3335,Tulik Angélo,15,90,Direct Energie,0.0,Medium mountain stage
3336,Tulik Angélo,16,155,Direct Energie,0.0,Medium mountain stage
3337,Tulik Angélo,17,86,Direct Energie,0.0,High mountain stage
3338,Tulik Angélo,18,78,Direct Energie,0.0,High mountain stage
3339,Tulik Angélo,19,158,Direct Energie,0.0,Flat stage
3340,Tulik Angélo,20,93,Direct Energie,0.0,Individual time trial
3341,Tulik Angélo,21,125,Direct Energie,0.0,Flat stage
3342,Ulissi Diego,1,42,UAE Team Emirates,0.0,Individual time trial
3343,Ulissi Diego,2,41,UAE Team Emirates,0.0,Flat stage
3344,Ulissi Diego,3,29,UAE Team Emirates,0.0,Medium mountain stage
3345,Ulissi Diego,4,52,UAE Team Emirates,0.0,Flat stage
3346,Ulissi Diego,5,65,UAE Team Emirates,0.0,Medium mountain stage
3347,Ulissi Diego,6,107,UAE Team Emirates,0.0,Flat stage
3348,Ulissi Diego,7,80,UAE Team Emirates,0.0,Flat stage
3349,Ulissi Diego,8,95,UAE Team Emirates,0.0,Medium mountain stage
3350,Ulissi Diego,9,65,UAE Team Emirates,0.0,High mountain stage
3351,Ulissi Diego,10,79,UAE Team Emirates,0.0,Flat stage
3352,Ulissi Diego,11,73,UAE Team Emirates,0.0,Flat stage
3353,Ulissi Diego,12,126,UAE Team Emirates,0.0,High mountain stage
3354,Ulissi Diego,13,14,UAE Team Emirates,2.0,High mountain stage
3355,Ulissi Diego,14,60,UAE Team Emirates,0.0,Medium mountain stage
3356,Ulissi Diego,15,2,UAE Team Emirates,70.0,Medium mountain stage
3357,Ulissi Diego,16,50,UAE Team Emirates,0.0,Medium mountain stage
3358,Ulissi Diego,17,34,UAE Team Emirates,0.0,High mountain stage
3359,Ulissi Diego,18,46,UAE Team Emirates,0.0,High mountain stage
3360,Ulissi Diego,19,92,UAE Team Emirates,0.0,Flat stage
3361,Ulissi Diego,20,42,UAE Team Emirates,0.0,Individual time trial
3362,Ulissi Diego,21,93,UAE Team Emirates,0.0,Flat stage
3363,Urán Rigoberto,1,95,Cannondale-Drapac Pro Cycling Team,0.0,Individual time trial
3364,Urán Rigoberto,2,82,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3365,Urán Rigoberto,3,19,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
3366,Urán Rigoberto,4,103,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3367,Urán Rigoberto,5,7,Cannondale-Drapac Pro Cycling Team,22.0,Medium mountain stage
3368,Urán Rigoberto,6,79,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3369,Urán Rigoberto,7,81,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3370,Urán Rigoberto,8,34,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
3371,Urán Rigoberto,9,1,Cannondale-Drapac Pro Cycling Team,100.0,High mountain stage
3372,Urán Rigoberto,10,38,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3373,Urán Rigoberto,11,49,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3374,Urán Rigoberto,12,2,Cannondale-Drapac Pro Cycling Team,70.0,High mountain stage
3375,Urán Rigoberto,13,10,Cannondale-Drapac Pro Cycling Team,10.0,High mountain stage
3376,Urán Rigoberto,14,9,Cannondale-Drapac Pro Cycling Team,14.0,Medium mountain stage
3377,Urán Rigoberto,15,29,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
3378,Urán Rigoberto,16,12,Cannondale-Drapac Pro Cycling Team,6.0,Medium mountain stage
3379,Urán Rigoberto,17,2,Cannondale-Drapac Pro Cycling Team,70.0,High mountain stage
3380,Urán Rigoberto,18,5,Cannondale-Drapac Pro Cycling Team,32.0,High mountain stage
3381,Urán Rigoberto,19,46,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3382,Urán Rigoberto,20,8,Cannondale-Drapac Pro Cycling Team,18.0,Individual time trial
3383,Urán Rigoberto,21,72,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
3384,Vachon Florian,1,130,Fortuneo - Oscaro,0.0,Individual time trial
3385,Vachon Florian,2,171,Fortuneo - Oscaro,0.0,Flat stage
3386,Vachon Florian,3,100,Fortuneo - Oscaro,0.0,Medium mountain stage
3387,Vachon Florian,4,66,Fortuneo - Oscaro,0.0,Flat stage
3388,Vachon Florian,5,158,Fortuneo - Oscaro,0.0,Medium mountain stage
3389,Vachon Florian,6,63,Fortuneo - Oscaro,0.0,Flat stage
3390,Vachon Florian,7,135,Fortuneo - Oscaro,0.0,Flat stage
3391,Vachon Florian,8,100,Fortuneo - Oscaro,0.0,Medium mountain stage
3392,Vachon Florian,9,110,Fortuneo - Oscaro,0.0,High mountain stage
3393,Vachon Florian,10,108,Fortuneo - Oscaro,0.0,Flat stage
3394,Vachon Florian,11,13,Fortuneo - Oscaro,4.0,Flat stage
3395,Vachon Florian,12,109,Fortuneo - Oscaro,0.0,High mountain stage
3396,Vachon Florian,13,144,Fortuneo - Oscaro,0.0,High mountain stage
3397,Vachon Florian,14,106,Fortuneo - Oscaro,0.0,Medium mountain stage
3398,Vachon Florian,15,78,Fortuneo - Oscaro,0.0,Medium mountain stage
3399,Vachon Florian,16,137,Fortuneo - Oscaro,0.0,Medium mountain stage
3400,Vachon Florian,17,159,Fortuneo - Oscaro,0.0,High mountain stage
3401,Vachon Florian,18,85,Fortuneo - Oscaro,0.0,High mountain stage
3402,Vachon Florian,19,162,Fortuneo - Oscaro,0.0,Flat stage
3403,Vachon Florian,20,54,Fortuneo - Oscaro,0.0,Individual time trial
3404,Vachon Florian,21,20,Fortuneo - Oscaro,0.0,Flat stage
3405,Valgren Michael,1,73,Astana Pro Team,0.0,Individual time trial
3406,Valgren Michael,2,100,Astana Pro Team,0.0,Flat stage
3407,Valgren Michael,3,71,Astana Pro Team,0.0,Medium mountain stage
3408,Valgren Michael,4,100,Astana Pro Team,0.0,Flat stage
3409,Valgren Michael,5,152,Astana Pro Team,0.0,Medium mountain stage
3410,Valgren Michael,6,109,Astana Pro Team,0.0,Flat stage
3411,Valgren Michael,7,120,Astana Pro Team,0.0,Flat stage
3412,Valgren Michael,8,7,Astana Pro Team,22.0,Medium mountain stage
3413,Valgren Michael,9,64,Astana Pro Team,0.0,High mountain stage
3414,Valgren Michael,10,69,Astana Pro Team,0.0,Flat stage
3415,Valgren Michael,11,80,Astana Pro Team,0.0,Flat stage
3416,Valgren Michael,12,129,Astana Pro Team,0.0,High mountain stage
3417,Valgren Michael,13,69,Astana Pro Team,0.0,High mountain stage
3418,Valgren Michael,14,91,Astana Pro Team,0.0,Medium mountain stage
3419,Valgren Michael,15,82,Astana Pro Team,0.0,Medium mountain stage
3420,Valgren Michael,16,91,Astana Pro Team,0.0,Medium mountain stage
3421,Valgren Michael,17,65,Astana Pro Team,0.0,High mountain stage
3422,Valgren Michael,18,55,Astana Pro Team,0.0,High mountain stage
3423,Valgren Michael,19,122,Astana Pro Team,0.0,Flat stage
3424,Valgren Michael,20,56,Astana Pro Team,0.0,Individual time trial
3425,Valgren Michael,21,62,Astana Pro Team,0.0,Flat stage
3426,Valverde Alejandro,1,DNF,Movistar Team,0.0,Individual time trial
3427,Van Avermaet Greg,1,39,BMC Racing Team,0.0,Individual time trial
3428,Van Avermaet Greg,2,52,BMC Racing Team,0.0,Flat stage
3429,Van Avermaet Greg,3,4,BMC Racing Team,40.0,Medium mountain stage
3430,Van Avermaet Greg,4,96,BMC Racing Team,0.0,Flat stage
3431,Van Avermaet Greg,5,108,BMC Racing Team,0.0,Medium mountain stage
3432,Van Avermaet Greg,6,98,BMC Racing Team,0.0,Flat stage
3433,Van Avermaet Greg,7,27,BMC Racing Team,0.0,Flat stage
3434,Van Avermaet Greg,8,62,BMC Racing Team,0.0,Medium mountain stage
3435,Van Avermaet Greg,9,57,BMC Racing Team,0.0,High mountain stage
3436,Van Avermaet Greg,10,30,BMC Racing Team,0.0,Flat stage
3437,Van Avermaet Greg,11,102,BMC Racing Team,0.0,Flat stage
3438,Van Avermaet Greg,12,67,BMC Racing Team,0.0,High mountain stage
3439,Van Avermaet Greg,13,28,BMC Racing Team,0.0,High mountain stage
3440,Van Avermaet Greg,14,2,BMC Racing Team,70.0,Medium mountain stage
3441,Van Avermaet Greg,15,80,BMC Racing Team,0.0,Medium mountain stage
3442,Van Avermaet Greg,16,4,BMC Racing Team,40.0,Medium mountain stage
3443,Van Avermaet Greg,17,96,BMC Racing Team,0.0,High mountain stage
3444,Van Avermaet Greg,18,83,BMC Racing Team,0.0,High mountain stage
3445,Van Avermaet Greg,19,67,BMC Racing Team,0.0,Flat stage
3446,Van Avermaet Greg,20,86,BMC Racing Team,0.0,Individual time trial
3447,Van Avermaet Greg,21,50,BMC Racing Team,0.0,Flat stage
3448,Van Keirsbulck Guillaume,1,184,Wanty - Groupe Gobert,0.0,Individual time trial
3449,Van Keirsbulck Guillaume,2,22,Wanty - Groupe Gobert,0.0,Flat stage
3450,Van Keirsbulck Guillaume,3,104,Wanty - Groupe Gobert,0.0,Medium mountain stage
3451,Van Keirsbulck Guillaume,4,182,Wanty - Groupe Gobert,0.0,Flat stage
3452,Van Keirsbulck Guillaume,5,186,Wanty - Groupe Gobert,0.0,Medium mountain stage
3453,Van Keirsbulck Guillaume,6,70,Wanty - Groupe Gobert,0.0,Flat stage
3454,Van Keirsbulck Guillaume,7,31,Wanty - Groupe Gobert,0.0,Flat stage
3455,Van Keirsbulck Guillaume,8,166,Wanty - Groupe Gobert,0.0,Medium mountain stage
3456,Van Keirsbulck Guillaume,9,122,Wanty - Groupe Gobert,0.0,High mountain stage
3457,Van Keirsbulck Guillaume,10,113,Wanty - Groupe Gobert,0.0,Flat stage
3458,Van Keirsbulck Guillaume,11,20,Wanty - Groupe Gobert,0.0,Flat stage
3459,Van Keirsbulck Guillaume,12,148,Wanty - Groupe Gobert,0.0,High mountain stage
3460,Van Keirsbulck Guillaume,13,66,Wanty - Groupe Gobert,0.0,High mountain stage
3461,Van Keirsbulck Guillaume,14,127,Wanty - Groupe Gobert,0.0,Medium mountain stage
3462,Van Keirsbulck Guillaume,15,94,Wanty - Groupe Gobert,0.0,Medium mountain stage
3463,Van Keirsbulck Guillaume,16,126,Wanty - Groupe Gobert,0.0,Medium mountain stage
3464,Van Keirsbulck Guillaume,17,71,Wanty - Groupe Gobert,0.0,High mountain stage
3465,Van Keirsbulck Guillaume,18,97,Wanty - Groupe Gobert,0.0,High mountain stage
3466,Van Keirsbulck Guillaume,19,98,Wanty - Groupe Gobert,0.0,Flat stage
3467,Van Keirsbulck Guillaume,20,105,Wanty - Groupe Gobert,0.0,Individual time trial
3468,Van Keirsbulck Guillaume,21,40,Wanty - Groupe Gobert,0.0,Flat stage
3469,Vanspeybrouck Pieter,1,160,Wanty - Groupe Gobert,0.0,Individual time trial
3470,Vanspeybrouck Pieter,2,12,Wanty - Groupe Gobert,6.0,Flat stage
3471,Vanspeybrouck Pieter,3,64,Wanty - Groupe Gobert,0.0,Medium mountain stage
3472,Vanspeybrouck Pieter,4,12,Wanty - Groupe Gobert,6.0,Flat stage
3473,Vanspeybrouck Pieter,5,115,Wanty - Groupe Gobert,0.0,Medium mountain stage
3474,Vanspeybrouck Pieter,6,18,Wanty - Groupe Gobert,0.0,Flat stage
3475,Vanspeybrouck Pieter,7,20,Wanty - Groupe Gobert,0.0,Flat stage
3476,Vanspeybrouck Pieter,8,98,Wanty - Groupe Gobert,0.0,Medium mountain stage
3477,Vanspeybrouck Pieter,9,66,Wanty - Groupe Gobert,0.0,High mountain stage
3478,Vanspeybrouck Pieter,10,8,Wanty - Groupe Gobert,18.0,Flat stage
3479,Vanspeybrouck Pieter,11,11,Wanty - Groupe Gobert,8.0,Flat stage
3480,Vanspeybrouck Pieter,12,79,Wanty - Groupe Gobert,0.0,High mountain stage
3481,Vanspeybrouck Pieter,13,83,Wanty - Groupe Gobert,0.0,High mountain stage
3482,Vanspeybrouck Pieter,14,172,Wanty - Groupe Gobert,0.0,Medium mountain stage
3483,Vanspeybrouck Pieter,15,174,Wanty - Groupe Gobert,0.0,Medium mountain stage
3484,Vanspeybrouck Pieter,16,148,Wanty - Groupe Gobert,0.0,Medium mountain stage
3485,Vanspeybrouck Pieter,17,30,Wanty - Groupe Gobert,0.0,High mountain stage
3486,Vanspeybrouck Pieter,18,98,Wanty - Groupe Gobert,0.0,High mountain stage
3487,Vanspeybrouck Pieter,19,87,Wanty - Groupe Gobert,0.0,Flat stage
3488,Vanspeybrouck Pieter,20,81,Wanty - Groupe Gobert,0.0,Individual time trial
3489,Vanspeybrouck Pieter,21,13,Wanty - Groupe Gobert,4.0,Flat stage
3490,Venter Jaco,1,141,Team Dimension Data,0.0,Individual time trial
3491,Venter Jaco,2,175,Team Dimension Data,0.0,Flat stage
3492,Venter Jaco,3,161,Team Dimension Data,0.0,Medium mountain stage
3493,Venter Jaco,4,179,Team Dimension Data,0.0,Flat stage
3494,Venter Jaco,5,181,Team Dimension Data,0.0,Medium mountain stage
3495,Venter Jaco,6,163,Team Dimension Data,0.0,Flat stage
3496,Venter Jaco,7,160,Team Dimension Data,0.0,Flat stage
3497,Venter Jaco,8,167,Team Dimension Data,0.0,Medium mountain stage
3498,Venter Jaco,9,162,Team Dimension Data,0.0,High mountain stage
3499,Venter Jaco,10,136,Team Dimension Data,0.0,Flat stage
3500,Venter Jaco,11,170,Team Dimension Data,0.0,Flat stage
3501,Venter Jaco,12,135,Team Dimension Data,0.0,High mountain stage
3502,Venter Jaco,13,145,Team Dimension Data,0.0,High mountain stage
3503,Venter Jaco,14,101,Team Dimension Data,0.0,Medium mountain stage
3504,Venter Jaco,15,158,Team Dimension Data,0.0,Medium mountain stage
3505,Venter Jaco,16,167,Team Dimension Data,0.0,Medium mountain stage
3506,Venter Jaco,17,154,Team Dimension Data,0.0,High mountain stage
3507,Venter Jaco,18,146,Team Dimension Data,0.0,High mountain stage
3508,Venter Jaco,19,130,Team Dimension Data,0.0,Flat stage
3509,Venter Jaco,20,142,Team Dimension Data,0.0,Individual time trial
3510,Venter Jaco,21,160,Team Dimension Data,0.0,Flat stage
3511,Vermote Julien,1,80,Quick-Step Floors,0.0,Individual time trial
3512,Vermote Julien,2,165,Quick-Step Floors,0.0,Flat stage
3513,Vermote Julien,3,194,Quick-Step Floors,0.0,Medium mountain stage
3514,Vermote Julien,4,138,Quick-Step Floors,0.0,Flat stage
3515,Vermote Julien,5,77,Quick-Step Floors,0.0,Medium mountain stage
3516,Vermote Julien,6,189,Quick-Step Floors,0.0,Flat stage
3517,Vermote Julien,7,193,Quick-Step Floors,0.0,Flat stage
3518,Vermote Julien,8,87,Quick-Step Floors,0.0,Medium mountain stage
3519,Vermote Julien,9,140,Quick-Step Floors,0.0,High mountain stage
3520,Vermote Julien,10,174,Quick-Step Floors,0.0,Flat stage
3521,Vermote Julien,11,177,Quick-Step Floors,0.0,Flat stage
3522,Vermote Julien,12,83,Quick-Step Floors,0.0,High mountain stage
3523,Vermote Julien,13,116,Quick-Step Floors,0.0,High mountain stage
3524,Vermote Julien,14,55,Quick-Step Floors,0.0,Medium mountain stage
3525,Vermote Julien,15,125,Quick-Step Floors,0.0,Medium mountain stage
3526,Vermote Julien,16,134,Quick-Step Floors,0.0,Medium mountain stage
3527,Vermote Julien,17,164,Quick-Step Floors,0.0,High mountain stage
3528,Vermote Julien,18,119,Quick-Step Floors,0.0,High mountain stage
3529,Vermote Julien,19,74,Quick-Step Floors,0.0,Flat stage
3530,Vermote Julien,20,53,Quick-Step Floors,0.0,Individual time trial
3531,Vermote Julien,21,141,Quick-Step Floors,0.0,Flat stage
3532,Vichot Arthur,1,156,FDJ,0.0,Individual time trial
3533,Vichot Arthur,2,142,FDJ,0.0,Flat stage
